tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
501	2842478	1533213800	129861	75291605	2947905	3	0	20.36	520.10	3924013	2522	7314940	209.60	1469	31	995
502	2059225	1535273025	93942	75385547	2947905	3	0	20.37	520.80	3924013	5660	7320600	209.72	4814	37	782
503	2499663	1537772688	116463	75502010	2947905	3	0	20.37	521.65	3939580	5016	7325616	209.92	2162	109	2718
504	3522688	1541295376	148215	75650225	2947905	3	0	20.37	522.84	3939580	3597	7329213	210.29	3051	22	497
505	2219353	1543514729	104961	75755186	2947905	3	0	20.38	523.60	3939580	6001	7335214	210.43	1752	84	4138
506	3059424	1546574153	137379	75892565	2947905	3	0	20.38	524.64	3939580	7591	7342805	210.62	4027	104	3433
507	2745908	1549320061	125090	76017655	2947905	3	0	20.38	525.57	3939580	9024	7351829	210.74	6404	49	2544
508	3556190	1552876251	149857	76167512	2947905	3	0	20.39	526.77	3939580	8207	7360036	210.99	6836	76	1268
509	3051949	1555928200	134883	76302395	2947905	3	0	20.39	527.81	3939580	6135	7366171	211.23	4462	64	1582
510	3846076	1559774276	260353	76562748	2947905	3	0	20.37	529.11	3939580	74980	7441151	209.61	6890	40	68023
511	3761856	1563536132	172748	76735496	2947905	3	0	20.38	530.39	4021051	9394	7450545	209.86	3246	115	6006
512	2853266	1566389398	126702	76862198	2947905	3	0	20.38	531.36	4021051	7917	7458462	210.02	6618	43	1229
513	3377393	1569766791	142268	77004466	2947905	3	0	20.39	532.50	4021051	3954	7462416	210.36	3420	31	476
514	3506600	1573273391	151296	77155762	2947905	3	0	20.39	533.69	4021051	9299	7471715	210.56	6463	49	2760
515	3739092	1577012483	172661	77328423	2947905	3	0	20.39	534.96	4021051	12280	7483995	210.72	4366	138	7749
516	3681079	1580693562	160721	77489144	2947905	3	0	20.40	536.21	4021051	8748	7492743	210.96	8077	43	601
517	3456982	1584150544	147757	77636901	2947905	3	0	20.40	537.38	4021051	4162	7496905	211.31	2229	46	1860
518	1925116	1586075660	87105	77724006	2947905	3	0	20.41	538.03	4021051	4700	7501605	211.43	4192	31	450
519	3379227	1589454887	144886	77868892	2947905	3	0	20.41	539.18	4037113	8636	7510241	211.64	6220	102	2287
520	4079971	1593534858	191812	78060704	2947905	3	0	20.41	540.57	4037113	18659	7528900	211.66	8253	260	10119
521	2623148	1596158006	119274	78179978	2947905	3	0	20.42	541.46	4037113	3411	7532311	211.91	2270	52	1062
522	1881114	1598039120	84844	78264822	2947905	3	0	20.42	542.09	4037113	1490	7533801	212.12	660	49	754
523	3592735	1601631855	163932	78428754	2947905	3	0	20.42	543.31	4037113	10825	7544626	212.29	5337	67	5394
524	5570470	1607202325	327047	78755801	2947905	3	0	20.41	545.20	4037113	81952	7626578	210.74	4622	282	77021
525	3054702	1610257027	139566	78895367	2947905	3	0	20.41	546.24	4037113	7533	7634111	210.93	3277	84	4145
526	2902159	1613159186	133249	79028616	2947905	3	0	20.41	547.22	4037113	5241	7639352	211.16	3478	73	1663
527	2661112	1615820298	123368	79151984	2947905	3	0	20.41	548.12	4140385	3476	7642828	211.42	1298	93	2058
528	2004047	1617824345	94878	79246862	2947905	3	0	20.41	548.80	4140385	4346	7647174	211.56	1105	61	3153
529	2032179	1619856524	95808	79342670	2947905	3	0	20.42	549.49	4140385	3230	7650404	211.73	220	52	2931
530	1973676	1621830200	91445	79434115	2947905	3	0	20.42	550.16	4140385	2285	7652689	211.93	62	52	2144
531	2877571	1624707771	157922	79592037	2947905	3	0	20.41	551.14	4140385	19542	7672231	211.76	2062	271	17182
532	2270920	1626978691	113355	79705392	2947905	3	0	20.41	551.91	4140385	13361	7685592	211.69	5115	110	8109
533	2783418	1629762109	146223	79851615	2947905	3	0	20.41	552.85	4140385	14768	7700360	211.65	2451	177	12113
534	2823588	1632585697	136910	79988525	2947905	3	0	20.41	553.81	4140385	7126	7707486	211.82	2750	110	4239
535	2018026	1634603723	94565	80083090	2947905	3	0	20.41	554.50	4188886	5540	7713026	211.93	3175	85	2253
536	2791578	1637395301	129851	80212941	2947905	3	0	20.41	555.44	4188886	8665	7721691	212.05	6481	81	2076
537	2084319	1639479620	96927	80309868	2947905	3	0	20.41	556.15	4188886	5856	7727547	212.16	4645	34	1150
538	2693045	1642172665	129269	80439137	2947905	3	0	20.42	557.06	4188886	4374	7731921	212.39	1841	67	2439
539	2111250	1644283915	97637	80536774	2947905	3	0	20.42	557.78	4188886	2705	7734626	212.59	411	61	2206
540	2010890	1646294805	94307	80631081	2947905	3	0	20.42	558.46	4188886	3458	7738084	212.75	105	78	3248
541	2202432	1648497237	103157	80734238	2947905	3	0	20.42	559.21	4188886	3951	7742035	212.93	642	119	3163
542	1724614	1650221851	80257	80814495	2947905	3	0	20.42	559.79	4188886	716	7742751	213.13	513	31	145
543	3226738	1653448589	184352	80998847	2947905	3	0	20.41	560.89	4249231	30042	7772793	212.72	5658	275	24082
544	2808085	1656256674	143295	81142142	2947905	3	0	20.41	561.84	4249231	12425	7785218	212.74	2536	187	9675
545	1781457	1658038131	83302	81225444	2947905	3	0	20.41	562.45	4249231	1455	7786673	212.93	932	52	444
546	2944139	1660982270	149424	81374868	2947905	3	0	20.41	563.44	4249231	9765	7796438	213.04	2201	114	7423
547	3150408	1664132678	165498	81540366	2947905	3	0	20.41	564.51	4249231	13821	7810259	213.07	2865	160	10769
548	2904754	1667037432	152569	81692935	2947905	3	0	20.41	565.50	4249231	17817	7828076	212.96	2437	174	15179
549	2429303	1669466735	111471	81804406	2947905	3	0	20.41	566.32	4249231	2484	7830560	213.20	1720	69	668
550	2693911	1672160646	126087	81930493	2947905	3	0	20.41	567.24	4249231	8710	7839270	213.31	6559	61	2063
551	2111938	1674272584	98661	82029154	2947905	3	0	20.41	567.95	4288385	1993	7841263	213.52	941	46	979
552	2931394	1677203978	148319	82177473	2947905	3	0	20.41	568.95	4288385	9144	7850407	213.65	2513	84	6520
553	2779322	1679983300	132877	82310350	2947905	3	0	20.41	569.89	4288385	7518	7857925	213.79	2188	85	5218
554	2676457	1682659757	123478	82433828	2947905	3	0	20.41	570.80	4288385	2265	7860190	214.07	1686	43	509
555	2778076	1685437833	128647	82562475	2947905	3	0	20.41	571.74	4288385	8318	7868508	214.20	6707	64	1520
556	2638977	1688076810	121486	82683961	2947905	3	0	20.42	572.64	4288385	7172	7875680	214.34	6099	55	991
557	2204338	1690281148	103057	82787018	2947905	3	0	20.42	573.38	4288385	4865	7880545	214.49	1822	99	2917
558	2024378	1692305526	92449	82879467	2947905	3	0	20.42	574.07	4288385	2301	7882846	214.68	890	67	1317
559	1962459	1694267985	89270	82968737	3823521	4	1	20.42	443.12	4303631	1746	7884592	214.88	999	37	683
560	1884498	1696152483	86155	83054892	3823521	4	0	20.42	443.61	4303631	937	7885529	215.10	458	37	415
561	1628476	1697780959	76143	83131035	3823521	4	0	20.42	444.04	4303631	3808	7889337	215.20	3502	34	245
562	2956954	1700737913	139404	83270439	3823521	4	0	20.42	444.81	4303631	6815	7896152	215.39	5674	75	1039
563	2590029	1703327942	118885	83389324	3823521	4	0	20.43	445.49	4303631	6427	7902579	215.54	5869	28	503
564	2148272	1705476214	99467	83488791	3823521	4	0	20.43	446.05	4303631	2446	7905025	215.75	1689	61	669
565	2141585	1707617799	98742	83587533	3823521	4	0	20.43	446.61	4303631	1575	7906600	215.97	1206	31	311
566	2880737	1710498536	137019	83724552	3823521	4	0	20.43	447.36	4303631	6323	7912923	216.17	2489	86	3721
567	2272039	1712770575	103900	83828452	3823521	4	0	20.43	447.96	4316806	1928	7914851	216.40	1287	43	571
568	2914344	1715684919	152572	83981024	3823521	4	0	20.43	448.72	4316806	16981	7931832	216.30	6302	84	10568
569	2973754	1718658673	147874	84128898	3823521	4	0	20.43	449.50	4316806	13590	7945422	216.31	6771	109	6683
570	2588320	1721246993	118918	84247816	3823521	4	0	20.43	450.17	4316806	7024	7952446	216.44	6215	37	745
571	2913237	1724160230	145517	84393333	3823521	4	0	20.43	450.94	4316806	8885	7961331	216.57	2627	133	6098
572	1947172	1726107402	90033	84483366	3823521	4	0	20.43	451.44	4316806	2689	7964020	216.74	658	64	1940
573	2223279	1728330681	102989	84586355	3823521	4	0	20.43	452.03	4316806	3836	7967856	216.91	1227	72	2510
574	2563315	1730893996	117907	84704262	3823521	4	0	20.43	452.70	4316806	3203	7971059	217.15	2054	40	1082
575	2092575	1732986571	99651	84803913	3823521	4	0	20.44	453.24	4363650	4330	7975389	217.29	1497	55	2751
576	2749214	1735735785	131758	84935671	3823521	4	0	20.44	453.96	4363650	7379	7982768	217.44	2372	98	4882
577	2429387	1738165172	111163	85046834	3823521	4	0	20.44	454.60	4363650	2198	7984966	217.68	1631	46	494
578	3152216	1741317388	169076	85215910	3823521	4	0	20.43	455.42	4363650	17885	8002851	217.59	2755	143	14960
579	1919747	1743237135	91738	85307648	3823521	4	0	20.43	455.92	4363650	4767	8007618	217.70	636	72	4032
580	2585961	1745823096	119180	85426828	3823521	4	0	20.44	456.60	4363650	2419	8010037	217.95	1299	67	1026
581	2054954	1747878050	97188	85524016	3823521	4	0	20.44	457.14	4363650	5926	8015963	218.05	4622	43	1234
582	1937737	1749815787	87818	85611834	3823521	4	0	20.44	457.65	4363650	4685	8020648	218.16	4108	46	504
583	1937721	1751753508	88117	85699951	3823521	4	0	20.44	458.15	4387857	4739	8025387	218.28	4309	52	351
584	1989199	1753742707	93153	85793104	3823521	4	0	20.44	458.67	4387857	8204	8033591	218.30	4188	149	3840
585	1753147	1755495854	82557	85875661	3823521	4	0	20.44	459.13	4387857	742	8034333	218.50	157	22	536
586	1936560	1757432414	87680	85963341	3823521	4	0	20.44	459.64	4387857	5044	8039377	218.60	4598	37	382
587	1962845	1759395259	89413	86052754	3823521	4	0	20.45	460.15	4387857	513	8039890	218.83	34	28	424
588	2792430	1762187689	129260	86182014	3823521	4	0	20.45	460.88	4387857	2678	8042568	219.11	858	70	1723
589	2792547	1764980236	154396	86336410	3823521	4	0	20.44	461.61	4387857	23335	8065903	218.82	1442	426	21440
590	2836766	1767817002	134471	86470881	3823521	4	0	20.44	462.35	4387857	9953	8075856	218.90	6166	75	3685
591	1800405	1769617407	84101	86554982	3823521	4	0	20.45	462.82	4409309	4112	8079968	219.01	3869	22	194
592	1962824	1771580231	89390	86644372	3823521	4	0	20.45	463.34	4409309	500	8080468	219.24	34	28	411
593	2454506	1774034737	114098	86758470	3823521	4	0	20.45	463.98	4409309	1798	8082266	219.50	82	55	1634
594	2591131	1776625868	118963	86877433	3823521	4	0	20.45	464.66	4409309	6212	8088478	219.65	5259	46	880
595	1914234	1778540102	89140	86966573	3823521	4	0	20.45	465.16	4409309	5245	8093723	219.74	3165	78	1975
596	2760228	1781300330	129151	87095724	3823521	4	0	20.45	465.88	4409309	8935	8102658	219.84	6575	80	2253
597	2714175	1784014505	143501	87239225	3823521	4	0	20.45	466.59	4409309	16507	8119165	219.73	2097	238	14145
598	2690252	1786704757	139304	87378529	3823521	4	0	20.45	467.29	4409309	11771	8130936	219.74	1502	172	10070
599	2484325	1789189082	128185	87506714	3823521	4	0	20.45	467.94	4438211	16245	8147181	219.61	3939	229	12050
600	2051424	1791240506	101084	87607798	3823521	4	0	20.45	468.48	4438211	9004	8156185	219.62	1067	122	7788
601	3614597	1794855103	229290	87837088	3823521	4	0	20.43	469.42	4438211	49864	8206049	218.72	2928	289	46620
602	2684151	1797539254	129546	87966634	3823521	4	0	20.43	470.13	4438211	8483	8214532	218.82	3035	71	5350
603	2730963	1800270217	130809	88097443	3823521	4	0	20.43	470.84	4438211	7121	8221653	218.97	2595	76	4423
604	2945455	1803215672	148369	88245812	3823521	4	0	20.43	471.61	4438211	10333	8231986	219.05	2387	81	7838
605	2843290	1806058962	146117	88391929	3823521	4	0	20.43	472.35	4438211	9423	8241409	219.14	2936	67	6393
606	2556445	1808615407	116719	88508648	3823521	4	0	20.43	473.02	4438211	2728	8244137	219.38	2164	49	488
607	2607940	1811223347	119896	88628544	3823521	4	0	20.44	473.71	4497642	7055	8251192	219.51	6357	28	643
608	3491410	1814714757	198800	88827344	3823521	4	0	20.43	474.62	4497642	34480	8285672	219.02	1809	181	32463
609	2685961	1817400718	124699	88952043	3823521	4	0	20.43	475.32	4497642	5899	8291571	219.19	4353	55	1464
610	2651178	1820051896	121746	89073789	3823521	4	0	20.43	476.01	4497642	7067	8298638	219.32	6222	28	790
611	2684575	1822736471	123775	89197564	3823521	4	0	20.43	476.72	4497642	3933	8302571	219.54	3142	34	730
612	2748087	1825484558	129302	89326866	3823521	4	0	20.44	477.44	4497642	9047	8311618	219.63	6220	58	2742
613	2557109	1828041667	117437	89444303	3823521	4	0	20.44	478.10	4497642	5569	8317187	219.79	4952	31	559
614	2176743	1830218410	111067	89555370	3823521	4	0	20.44	478.67	4497642	12950	8330137	219.71	1912	86	10925
615	2956073	1833174483	165012	89720382	3823521	4	0	20.43	479.45	4554162	27031	8357168	219.35	6060	225	20719
616	1860381	1835034864	86791	89807173	3823521	4	0	20.43	479.93	4554162	3282	8360450	219.49	835	55	2365
617	2713613	1837748477	151756	89958929	3823521	4	0	20.43	480.64	4554162	24611	8385061	219.17	5577	240	18767
618	2644809	1840393286	122277	90081206	3823521	4	0	20.43	481.33	4554162	3808	8388869	219.39	2495	31	1255
619	2367589	1842760875	114559	90195765	3823521	4	0	20.43	481.95	4554162	7682	8396551	219.47	1276	91	6288
620	2172846	1844933721	102440	90298205	3823521	4	0	20.43	482.52	4554162	7700	8404251	219.52	4747	43	2883
621	2212002	1847145723	119324	90417529	3823521	4	0	20.43	483.10	4554162	19044	8423295	219.29	1332	188	17497
622	2190344	1849336067	102280	90519809	3823521	4	0	20.43	483.67	4554162	2039	8425334	219.50	907	52	1053
623	2208875	1851544942	110546	90630355	3823521	4	0	20.43	484.25	4594986	10421	8435755	219.49	1398	70	8926
624	2463458	1854008400	142133	90772488	3823521	4	0	20.42	484.90	4594986	21661	8457416	219.22	929	200	20505
625	2903382	1856911782	145039	90917527	3823521	4	0	20.42	485.65	4594986	17942	8475358	219.10	7056	128	10731
626	1820010	1858731792	86204	91003731	3823521	4	0	20.42	486.13	4594986	5119	8480477	219.18	4050	22	1020
627	1798963	1860530755	83481	91087212	3823521	4	0	20.43	486.60	4594986	5738	8486215	219.24	3767	67	1877
628	2103226	1862633981	102472	91189684	3823521	4	0	20.43	487.15	4594986	7901	8494116	219.29	942	112	6820
629	2714321	1865348302	124416	91314100	3823521	4	0	20.43	487.86	4594986	7986	8502102	219.40	6348	40	1571
630	2769373	1868117675	130500	91444600	3823521	4	0	20.43	488.59	4594986	6436	8508538	219.56	2003	98	4308
631	2564344	1870682019	162777	91607377	3823521	4	0	20.42	489.26	4655666	35921	8544459	218.94	1078	184	34632
632	2562461	1873244480	120881	91728258	3823521	4	0	20.42	489.93	4655666	6536	8550995	219.07	3991	40	2478
633	2569341	1875813821	123630	91851888	3823521	4	0	20.42	490.60	4655666	6925	8557920	219.19	2364	71	4463
634	2160387	1877974208	99477	91951365	3823521	4	0	20.42	491.16	4655666	3252	8561172	219.36	936	46	2243
635	3554936	1881529144	170006	92121371	3823521	4	0	20.42	492.09	4655666	6970	8568142	219.60	3860	107	2976
636	2194132	1883723276	104358	92225729	3823521	4	0	20.43	492.67	4655666	7278	8575420	219.67	3707	74	3470
637	2559183	1886282459	124242	92349971	3823521	4	0	20.43	493.34	4655666	6618	8582038	219.79	2080	64	4447
638	3671169	1889953628	179892	92529863	3823521	4	0	20.43	494.30	4655666	10399	8592437	219.96	3306	113	6953
639	3591453	1893545081	178152	92708015	3823521	4	0	20.42	495.24	4682117	11341	8603778	220.08	4238	91	6985
640	3225589	1896770670	152855	92860870	3823521	4	0	20.43	496.08	4682117	5220	8608998	220.32	3235	43	1915
641	2635030	1899405700	127226	92988096	3823521	4	0	20.43	496.77	4682117	10332	8619330	220.37	6013	76	4216
642	1944210	1901349910	90863	93078959	3823521	4	0	20.43	497.28	4682117	3657	8622987	220.50	492	72	3066
643	2340782	1903690692	107418	93186377	3823521	4	0	20.43	497.89	4682117	4330	8627317	220.66	3176	37	1090
644	2844710	1906535402	133899	93320276	3823521	4	0	20.43	498.63	4682117	8244	8635561	220.78	6893	43	1281
645	2276734	1908812136	106863	93427139	3823521	4	0	20.43	499.23	4682117	3797	8639358	220.94	1874	75	1821
646	2278960	1911091096	106387	93533526	3823521	4	0	20.43	499.82	4682117	3382	8642740	221.12	1993	55	1307
647	2874334	1913965430	150560	93684086	3823521	4	0	20.43	500.58	4704627	18155	8660895	220.99	2080	132	15916
648	1659728	1915625158	79389	93763475	3823521	4	0	20.43	501.01	4704627	2199	8663094	221.12	1490	40	642
649	2852359	1918477517	137696	93901171	3823521	4	0	20.43	501.76	4704627	10389	8673483	221.19	1888	75	8399
650	2117007	1920594524	109512	94010683	3823521	4	0	20.43	502.31	4704627	14918	8688401	221.05	1327	116	13448
651	2327340	1922921864	104541	94115224	3823521	4	0	20.43	502.92	4704627	2876	8691277	221.25	1588	46	1215
652	2325247	1925247111	103722	94218946	3823521	4	0	20.43	503.53	4704627	6319	8697596	221.35	5567	34	691
653	2404228	1927651339	110152	94329098	3823521	4	0	20.44	504.16	4704627	8778	8706374	221.41	5908	78	2765
654	2580808	1930232147	127320	94456418	3823521	4	0	20.44	504.83	4704627	10222	8716596	221.44	2218	127	7850
655	2952624	1933184771	139136	94595554	3823521	4	0	20.44	505.60	4740151	11336	8727932	221.49	4343	73	6893
656	2489982	1935674753	115092	94710646	3823521	4	0	20.44	506.25	4740151	3868	8731800	221.68	2203	77	1561
657	2611175	1938285928	130357	94841003	3823521	4	0	20.44	506.94	4740151	12464	8744264	221.66	2369	110	9958
658	3614985	1941900913	197749	95038752	3823521	4	0	20.43	507.88	4740151	32883	8777147	221.25	7132	233	25491
659	2739336	1944640249	135117	95173869	3823521	4	0	20.43	508.60	4740151	9590	8786737	221.32	2501	34	7028
660	2364344	1947004593	105958	95279827	3823521	4	0	20.43	509.22	4740151	6378	8793115	221.42	5491	43	817
661	2695084	1949699677	134980	95414807	3823521	4	0	20.43	509.92	4740151	13172	8806287	221.40	2247	121	10777
662	2647292	1952346969	121918	95536725	3823521	4	0	20.44	510.61	4740151	5076	8811363	221.57	1498	55	3496
663	2634314	1954981283	126052	95662777	3823521	4	0	20.44	511.30	4791545	11380	8822743	221.58	5865	70	5418
664	3007816	1957989099	151447	95814224	3823521	4	0	20.44	512.09	4791545	15691	8838434	221.53	3850	132	11682
665	2978207	1960967306	152003	95966227	3823521	4	0	20.43	512.87	4791545	16939	8855373	221.44	1949	116	14847
666	3142721	1964110027	178719	96144946	3823521	4	0	20.43	513.69	4791545	34351	8889724	220.94	3304	293	30727
667	3585754	1967695781	170309	96315255	3823521	4	0	20.43	514.63	4791545	10583	8900307	221.08	7929	70	2557
668	2321579	1970017360	103917	96419172	3823521	4	0	20.43	515.24	4791545	3024	8903331	221.27	2313	40	644
